,ITEM_NAME,ITEM_BRAND,ITEM_PRICE,ITEM_IMG,CATEGORY,ITEM_STATUES,YEAR,MONTH
480,Nivea Body Lotion deeb Moisturer Serum Aloe&Hydration 400 ml,Nivea,20.43,"https://www.nahdionline.com/media/catalog/product/1/0/101211384_0.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300",Bath and Body,liquid,2020,3
481,Nivea Cream Soft Large 200 ml,Nivea,20.95,"https://www.nahdionline.com/media/catalog/product/1/0/100575266_0.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300",Bath and Body,liquid,2020,3
482,Nivea Cream Soft 200 ml + 100 ml Free,Nivea,20.95,"https://www.nahdionline.com/media/catalog/product/1/0/101157066_0.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300",Bath and Body,liquid,2020,3
483,Nivea Men Cream Fairness 150 ml,Nivea,20.95,"https://www.nahdionline.com/media/catalog/product/1/0/100972245_0.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300",Bath and Body,liquid,2020,3
484,Nivea Men Cream 150 ml,Nivea,20.95,"https://www.nahdionline.com/media/catalog/product/1/0/100972253_0.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300",Bath and Body,liquid,2020,3
485,Nivea Spray Invisible For Black & White For Women 200 ml,Nivea,20.95,"https://www.nahdionline.com/media/catalog/product/1/0/101117734_0.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300",Bath and Body,liquid,2020,3
486,Nivea Cream Large 250 ml,Nivea,20.95,"https://www.nahdionline.com/media/catalog/product/1/0/100575565_0.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300",Bath and Body,liquid,2020,3
487,Johnson Vita Rich Honey Oat & Yogurt Body Lotion 400 ml,Johnson & Johnson,20.96,"https://www.nahdionline.com/media/catalog/product/1/0/101227239_0_2.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300",Bath and Body,liquid,2020,3
488,Nivea Whitening Scrub 100 ml,Nivea,20.99,"https://www.nahdionline.com/media/catalog/product/1/0/100861369_0.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300",Bath and Body,liquid,2020,3
489,Johnson Body Wash Vita-Rich With Pomegranate Flower Extract 400 ml,Johnson & Johnson,21.0,"https://www.nahdionline.com/media/catalog/product/1/0/100882469_0_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300",Bath and Body,liquid,2020,3
490,Johnson's Vita Rich Body Wash With Cocoa Butter 400 ml,Johnson & Johnson,21.0,"https://www.nahdionline.com/media/catalog/product/1/0/101103789_0.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300",Bath and Body,liquid,2020,3
491,Johnson's Body Wash Vita-Rich Cocoa Butter 400 ml + 250 Free,Johnson & Johnson,21.0,"https://www.nahdionline.com/media/catalog/product/1/0/101222323_0_3.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300",Bath and Body,liquid,2020,3
492,Johnson Body Wash Vita-Rich With Papaya Extract 400 ml,Johnson & Johnson,21.0,"https://www.nahdionline.com/media/catalog/product/1/0/100882426_0_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300",Bath and Body,liquid,2020,3
493,Martini Exfoliating Net Sponge,Martini,21.0,"https://www.nahdionline.com/media/catalog/product/1/0/100552056_0.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300",Bath and Body,other,2020,3
494,Nivea Body Lotion Moisturizing For Dry Skin 400 ml,Nivea,21.22,"https://www.nahdionline.com/media/catalog/product/1/0/100513583_0.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300",Bath and Body,liquid,2020,3
495,Nivea Body Lotion Sensual Musk 400 ml,Nivea,21.22,"https://www.nahdionline.com/media/catalog/product/1/0/100620186_0.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300",Bath and Body,liquid,2020,3
496,Nivea Body Lotion Smooth Sensation Shea Butter 400 ml,Nivea,21.22,"https://www.nahdionline.com/media/catalog/product/1/0/100604119_0.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300",Bath and Body,liquid,2020,3
497,Nivea Body Lotion Cocoa BUtter 400 ml,Nivea,21.22,"https://www.nahdionline.com/media/catalog/product/1/0/100883091_0.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300",Bath and Body,liquid,2020,3
498,Nivea Body Lotion Moisturizing For Normal Skin 400 ml,Nivea,21.22,"https://www.nahdionline.com/media/catalog/product/1/0/100513516_0.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300",Bath and Body,liquid,2020,3
499,Nivea Body Lotion Fairness With Raspberry Extract 400 ml,Nivea,21.22,"https://www.nahdionline.com/media/catalog/product/1/0/100604160_0.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300",Bath and Body,liquid,2020,3
500,Palmolive Shower Gel So Relaxed 500 ml,Palmolive,21.53,"https://www.nahdionline.com/media/catalog/product/1/0/101227204_0.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300",Bath and Body,liquid,2020,3
501,Palmolive Shower Gel Thermal Spa Massage 500 ml,Palmolive,21.53,"https://www.nahdionline.com/media/catalog/product/1/0/101227183_0.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300",Bath and Body,liquid,2020,3
502,Dettol Shower Gel Pamper Fig & Orchid 250 ML,Dettol,21.62,"https://www.nahdionline.com/media/catalog/product/1/0/101487946_0_2.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300",Bath and Body,liquid,2020,3
503,Dettol Shower Gel Soothe Aloe Vera & Apple 250 ML,Dettol,21.62,"https://www.nahdionline.com/media/catalog/product/1/0/101487938_0_2.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300",Bath and Body,liquid,2020,3
504,Dettol Shower Gel Nourish Honey 250 ML,Dettol,21.62,"https://www.nahdionline.com/media/catalog/product/1/0/101487920_0_2.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300",Bath and Body,liquid,2020,3
505,Dettol Shower Gel Skin Care 300 /250 ml,Dettol,21.62,"https://www.nahdionline.com/media/catalog/product/1/0/100551926_0.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300",Bath and Body,liquid,2020,3
506,Dettol Shower Gel Cool 250 ml,Dettol,21.62,"https://www.nahdionline.com/media/catalog/product/1/0/100561219_0.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300",Bath and Body,liquid,2020,3
507,Dettol Shower Gel Sensitive 250 ml,Dettol,21.62,"https://www.nahdionline.com/media/catalog/product/1/0/100564170_0.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300",Bath and Body,liquid,2020,3
508,Dettol Shower Gel Original 250 ml,Dettol,21.62,"https://www.nahdionline.com/media/catalog/product/1/0/100524400_0.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300",Bath and Body,liquid,2020,3
509,Nivea Deo Spray Invisible Black & White 200 ml,Nivea,22.05,"https://www.nahdionline.com/media/catalog/product/1/0/100628698_0.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300",Bath and Body,liquid,2020,3
510,Lux Perfumed Hand Wash Mousse Opulent Amber Scent 300 ml,Lux,22.05,"https://www.nahdionline.com/media/catalog/product/1/0/101260207_0.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300",Bath and Body,liquid,2020,3
511,Lux Perfumed Hand Wash Mousse Green Tea Scent 300 ml,Lux,22.05,"https://www.nahdionline.com/media/catalog/product/1/0/101260215_0.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300",Bath and Body,liquid,2020,3
512,Lux Perfumed Hand Wash Mousse Pampering Vanilla Scent 300 ml,Lux,22.05,"https://www.nahdionline.com/media/catalog/product/1/0/101260194_0.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300",Bath and Body,liquid,2020,3
513,Nivea Deo Spray Fresh For Women 200 ml,Nivea,22.05,"https://www.nahdionline.com/media/catalog/product/1/0/100584517_0.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300",Bath and Body,liquid,2020,3
514,Nivea Deo Spray Natural Fairnessn 200 ml,Nivea,22.05,"https://www.nahdionline.com/media/catalog/product/1/0/100673237_0.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300",Bath and Body,liquid,2020,3
515,Nivea Deo Spray Pearl 200 ml,Nivea,22.05,"https://www.nahdionline.com/media/catalog/product/1/0/100584867_0.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300",Bath and Body,liquid,2020,3
516,Johnson Anti Bac 3 in 1 Sea Salt Body Wash 250 ML,Johnson & Johnson,22.5,"https://www.nahdionline.com/media/catalog/product/1/0/101488244_1_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300",Bath and Body,liquid,2020,3
517,Johnson Anti Bac 3 in 1 Almond Body Wash 250 ML,Johnson & Johnson,22.5,"https://www.nahdionline.com/media/catalog/product/1/0/101488228_0_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300",Bath and Body,liquid,2020,3
518,Johnson Vita Rich Comforting Cream Yougurt Honey And Oats 200 ml,Johnson & Johnson,23.1,"https://www.nahdionline.com/media/catalog/product/1/0/101227247_0_2.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300",Bath and Body,liquid,2020,3
519,Lux Shower Gel Magical Beauty 500 ml,Lux,23.63,"https://www.nahdionline.com/media/catalog/product/1/0/100673085_0.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300",Bath and Body,liquid,2020,3
520,Lux Shower Gel Sweet Embrace 500 ml,Lux,23.63,"https://www.nahdionline.com/media/catalog/product/1/0/100809261_0.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300",Bath and Body,liquid,2020,3
521,Lux Shower Gel Velvet Jasmine Touch Soft & Smooth 500 ml,Lux,23.63,"https://www.nahdionline.com/media/catalog/product/1/0/100687348_0.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300",Bath and Body,liquid,2020,3
522,Lux Shower Gel Gardenia Blossom 500 ml,Lux,23.63,"https://www.nahdionline.com/media/catalog/product/1/0/100673077_0.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300",Bath and Body,liquid,2020,3
523,Lux Shower Gel Soft Rose Touch Soft & Smooth 500 ml,Lux,23.63,"https://www.nahdionline.com/media/catalog/product/1/0/100673093_0.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300",Bath and Body,liquid,2020,3
524,Lux Shower Gel Secret Bliss 500 ml,Lux,23.63,"https://www.nahdionline.com/media/catalog/product/1/0/100687356_0.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300",Bath and Body,liquid,2020,3
525,Lady Speed Deo Teen Spirt Stick Pink Crush 65 gm,Lady Speed,23.95,"https://www.nahdionline.com/media/catalog/product/1/0/100584066_0.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300",Bath and Body,solid,2020,3
526,Lady Speed Deo Teen Spirt Stick Sweet Strawberry 65 gm,Lady Speed,23.95,"https://www.nahdionline.com/media/catalog/product/1/0/100584074_0.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300",Bath and Body,solid,2020,3
527,Lady Speed Stick Orchard 2.3 onz,Lady Speed,23.95,"https://www.nahdionline.com/media/catalog/product/1/0/100585430_0.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300",Bath and Body,other,2020,3
528,Lady-Speed-Stick Luxurious Freshness 65 gm,Lady Speed,23.95,"https://www.nahdionline.com/media/catalog/product/1/0/101025346_0.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300",Bath and Body,solid,2020,3
529,Lady Speed Stick Wild Free 2.3 onz,Lady Speed,23.95,"https://www.nahdionline.com/media/catalog/product/1/0/100585448_0.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300",Bath and Body,other,2020,3
530,Lady Speed Stick Fresh Fusion 65 gm,Lady Speed,23.95,"https://www.nahdionline.com/media/catalog/product/1/0/100584111_0.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300",Bath and Body,solid,2020,3
531,Jergens Body Lotion Musk 400 ml,Jergens,24.1,"https://www.nahdionline.com/media/catalog/product/1/0/100514383_0.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300",Bath and Body,liquid,2020,3
532,Johnson Vita-Rich Body Cream With Papaya Extract 200 ml,Johnson & Johnson,24.1,"https://www.nahdionline.com/media/catalog/product/1/0/101040360_0.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300",Bath and Body,liquid,2020,3
533,Jergens Body Lotion Ultra Healing 400 ml,Jergens,24.1,"https://www.nahdionline.com/media/catalog/product/1/0/100514391_0.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300",Bath and Body,liquid,2020,3
534,Johnson Vita-Rich Body Cream With Rose Water 200 ml,Johnson & Johnson,24.1,"https://www.nahdionline.com/media/catalog/product/1/0/101040351_0.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300",Bath and Body,liquid,2020,3
535,Jergens Body Lotion Shea Butter 400 ml,Jergens,24.1,"https://www.nahdionline.com/media/catalog/product/1/0/100511457_0.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300",Bath and Body,liquid,2020,3
536,Jergens Body Lotion Daily Moisture 400 ml,Jergens,24.1,"https://www.nahdionline.com/media/catalog/product/1/0/100735274_0.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300",Bath and Body,liquid,2020,3
537,Jergens Body Lotion Skin Age Defying 400 ml,Jergens,24.1,"https://www.nahdionline.com/media/catalog/product/1/0/100514412_0.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300",Bath and Body,liquid,2020,3
538,Jergens Body Lotion Moisturizing Aloe Relief 400 ml,Jergens,24.1,"https://www.nahdionline.com/media/catalog/product/1/0/100514404_0.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300",Bath and Body,liquid,2020,3
539,Lady Speed Stick Cherry Blossom 65 gm,Lady Speed,24.1,"https://www.nahdionline.com/media/catalog/product/1/0/100892253_0.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300",Bath and Body,solid,2020,3
540,Olay Cream Natural White Day 50 gm,Olay,24.1,"https://www.nahdionline.com/media/catalog/product/1/0/100577173_0.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300",Bath and Body,solid,2020,3
541,Vaseline Essential Healing 400 ml,Vaseline,24.15,"https://www.nahdionline.com/media/catalog/product/1/0/100533939_0.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300",Bath and Body,liquid,2020,3
542,Vaseline Body Lotion Cocoa Glow 400 ml,Vaseline,24.15,"https://www.nahdionline.com/media/catalog/product/1/0/100513719_0.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300",Bath and Body,liquid,2020,3
543,Moroccan-Set (Soap + Mud Mask Soap + Mud Mask ),Morocain Soap,24.15,"https://www.nahdionline.com/media/catalog/product/1/0/100585093_0.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300",Bath and Body,solid,2020,3
544,Vaseline Body Lotion Aloes Fresh 400 ml,Vaseline,24.15,"https://www.nahdionline.com/media/catalog/product/1/0/100533630_0.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300",Bath and Body,liquid,2020,3
545,Dettol Shower Gel Original 250 ml With Loofah,Dettol,24.74,"https://www.nahdionline.com/media/catalog/product/1/0/100524418_0.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300",Bath and Body,liquid,2020,3
546,Dettol Shower Gel Fresh 250 ml With Loofah,Dettol,24.74,"https://www.nahdionline.com/media/catalog/product/1/0/100524346_0.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300",Bath and Body,liquid,2020,3
547,Dettol Shower Gel Cool 250 ml With Loofah,Dettol,24.74,"https://www.nahdionline.com/media/catalog/product/1/0/100561227_0.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300",Bath and Body,liquid,2020,3
548,Glysolid Cream Family 400 ml,Glysolid,25.15,"https://www.nahdionline.com/media/catalog/product/1/0/100553518_0.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300",Bath and Body,liquid,2020,3
549,Wadi Alnahl Glycerin Oil 125 ml,Wadi Alnahl,25.2,"https://www.nahdionline.com/media/catalog/product/1/0/100626828_0.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300",Bath and Body,liquid,2020,3
550,Johnson Day Cream Vita Rich Even complexion 50 ml,Johnson & Johnson,25.2,"https://www.nahdionline.com/media/catalog/product/1/0/101213494_0_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300",Bath and Body,liquid,2020,3
551,Johnson Night Cream Vita Rich Even Complexion 50 ml,Johnson & Johnson,25.2,"https://www.nahdionline.com/media/catalog/product/1/0/101213507_0_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300",Bath and Body,liquid,2020,3
552,Johnson's Vita Rich Lotion With Cocoa Butter 400 ml,Johnson & Johnson,25.2,"https://www.nahdionline.com/media/catalog/product/1/0/101103800_0.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300",Bath and Body,liquid,2020,3
553,Yc Papaya With Black Seed Herbal Saop Promo Pack 2+1,Yang Chain,25.2,"https://www.nahdionline.com/media/catalog/product/1/0/101168937_0.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300",Bath and Body,solid,2020,3
554,Neutrogena Hydro Boost Body Gel Cream Normal Skin 250 ml,Neutrogena,25.25,"https://www.nahdionline.com/media/catalog/product/1/0/101304169_0.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300",Bath and Body,liquid,2020,3
555,Dettol Shower Gel Active 250 ml With Loofah,Dettol,25.25,"https://www.nahdionline.com/media/catalog/product/1/0/100562684_0.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300",Bath and Body,liquid,2020,3
556,Dettol Shower Gel Sensitive 250 ml With Loofah,Dettol,25.25,"https://www.nahdionline.com/media/catalog/product/1/0/100564161_0.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300",Bath and Body,liquid,2020,3
557,Vaseline Petroleum Jelly Pure 450 ml,Vaseline,25.31,"https://www.nahdionline.com/media/catalog/product/1/0/101182042_0.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300",Bath and Body,liquid,2020,3
558,Lifebuoy Body Wash Care 300 ml + Puff,Lifebuoy,25.5,"https://www.nahdionline.com/media/catalog/product/1/0/100560048_0.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300",Bath and Body,liquid,2020,3
559,Lifebuoy Body Wash Total 300 ml + Puff,Lifebuoy,25.5,"https://www.nahdionline.com/media/catalog/product/1/0/100560030_0.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300",Bath and Body,liquid,2020,3
560,Natura Siberica Men Super Refreshing Shower Gel 250 ml,Natura Siberica,25.9,"https://www.nahdionline.com/media/catalog/product/1/0/101259732_0.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300",Bath and Body,liquid,2020,3
561,Dove Shower Gel With Coconut And Almond 250 ML + Loufa,Dove,25.95,"https://www.nahdionline.com/media/catalog/product/1/0/101488009_0_2.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300",Bath and Body,liquid,2020,3
562,Dove Shower Gel With Avocado And Calendula 250 ML + Loufa,Dove,25.95,"https://www.nahdionline.com/media/catalog/product/1/0/101487997_0_2.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300",Bath and Body,liquid,2020,3
563,Dove Shower Gel With Lavender And Rosemary 250 ML + Loufa,Dove,25.95,"https://www.nahdionline.com/media/catalog/product/1/0/101487989_0_2.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300",Bath and Body,liquid,2020,3
564,Johnson Night Cream Fresh Hydration Rose Water 50 ml,Johnson & Johnson,25.95,"https://www.nahdionline.com/media/catalog/product/1/0/101281198_0.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300",Bath and Body,liquid,2020,3
565,Lifebuoy Shower Gel Vita protect 300 ml + Puff,Lifebuoy,25.95,"https://www.nahdionline.com/media/catalog/product/1/0/100645084_0.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300",Bath and Body,liquid,2020,3
566,Johnson Day Cream Fresh Hydration Rose Water SPF20 - 50 ml,Johnson & Johnson,25.95,"https://www.nahdionline.com/media/catalog/product/1/0/101281180_0_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300",Bath and Body,liquid,2020,3
567,Lifebuoy Shower Gel Lemon Fresh 300 ml + Puff,Lifebuoy,25.95,"https://www.nahdionline.com/media/catalog/product/1/0/100853262_0.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300",Bath and Body,liquid,2020,3
568,Garnier 96% Moisturizer Cream Green Tea 50 ml,Garnier,26.0,"https://www.nahdionline.com/media/catalog/product/1/0/101211405_0.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300",Bath and Body,liquid,2020,3
569,Garnier 96% Moisturizer Cream Alovera 50 ml,Garnier,26.0,"https://www.nahdionline.com/media/catalog/product/1/0/101211413_0.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300",Bath and Body,liquid,2020,3
570,Alwadi Natural Loofah With Back Stick,Alwadi,26.15,"https://www.nahdionline.com/media/catalog/product/1/0/101266377_0.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300",Bath and Body,other,2020,3
571,Johnson Vita Rich Coconut Milk Peach & Yogurt Body Lotion 400 ml,Johnson & Johnson,26.2,"https://www.nahdionline.com/media/catalog/product/1/0/101227221_0_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300",Bath and Body,liquid,2020,3
572,Johnson Vita Rich Lotion With Cocoa Butter 400 ml + Body Wash Cocoa Butter 250 ml Free,Johnson & Johnson,26.2,"https://www.nahdionline.com/media/catalog/product/1/0/101227271_0.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300",Bath and Body,liquid,2020,3
573,Johnson Vita Rich Lotion Smooth 400 ml,Johnson & Johnson,26.2,"https://www.nahdionline.com/media/catalog/product/1/0/100956237_0.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300",Bath and Body,liquid,2020,3
574,Palmolive Shower Gel Thermal Spa Skin Renewal 500 ml,Palmolive,26.2,"https://www.nahdionline.com/media/catalog/product/1/0/101227191_0.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300",Bath and Body,liquid,2020,3
575,Johnson Vita Rich Lotion Brght 400 ml,Johnson & Johnson,26.2,"https://www.nahdionline.com/media/catalog/product/1/0/100956245_0.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300",Bath and Body,liquid,2020,3
576,Johnson Vita Rich Lotion Replen 400 ml,Johnson & Johnson,26.2,"https://www.nahdionline.com/media/catalog/product/1/0/100956253_0.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300",Bath and Body,liquid,2020,3
577,Johnson Vita Rich Lotion Sooth 400 ml,Johnson & Johnson,26.2,"https://www.nahdionline.com/media/catalog/product/1/0/100956261_0.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300",Bath and Body,liquid,2020,3
578,Vaseline Essential Healing 725 ml,Vaseline,26.2,"https://www.nahdionline.com/media/catalog/product/1/0/100649376_0.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300",Bath and Body,liquid,2020,3
579,Vaseline Lotion Cocoa Radiant 725 ml,Vaseline,26.2,"https://www.nahdionline.com/media/catalog/product/1/0/100513727_0.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300",Bath and Body,liquid,2020,3
580,Neutrogena Hydro Boost Whipped Body Balm Dry Skin 200 ml,Neutrogena,26.25,"https://www.nahdionline.com/media/catalog/product/1/0/101304177_0.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300",Bath and Body,liquid,2020,3
581,Uriage Thermal Water New 50 ml,Uriage,26.25,"https://www.nahdionline.com/media/catalog/product/1/0/100855372_0.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300",Bath and Body,liquid,2020,3
582,Johnson Body Cream Moisturizing 24 Hours 300 ml,Johnson & Johnson,26.46,"https://www.nahdionline.com/media/catalog/product/1/0/100611853_0.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300",Bath and Body,liquid,2020,3
583,Lifebuoy Body Wash Oud Protect With Kit 300 ML,Lifebuoy,26.55,"https://www.nahdionline.com/media/catalog/product/1/0/101488130_0_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300",Bath and Body,liquid,2020,3
584,Lifebuoy Body Wash Green Tea And Alovera 300 ML,Lifebuoy,26.55,"https://www.nahdionline.com/media/catalog/product/1/0/101488105_0_1.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300",Bath and Body,liquid,2020,3
585,Lifebuoy Body Wash Sea Minerals Jarvis 300 ML,Lifebuoy,26.55,"https://www.nahdionline.com/media/catalog/product/1/0/101488084_0_2.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300",Bath and Body,liquid,2020,3
586,Nivea Body Lotion deeb Moisturer Serum Aloe&Hydration 625 ml,Nivea,26.73,"https://www.nahdionline.com/media/catalog/product/1/0/101211392_0.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=300&width=240&canvas=240:300",Bath and Body,liquid,2020,3
